"","Year","Statistic","value"
"938","1991","Intermediate Consumption - Forage Plants (Euro Million)",525.61
"939","1992","Intermediate Consumption - Forage Plants (Euro Million)",533.75
"940","1993","Intermediate Consumption - Forage Plants (Euro Million)",572.92
"941","1994","Intermediate Consumption - Forage Plants (Euro Million)",604.57
"942","1995","Intermediate Consumption - Forage Plants (Euro Million)",621.4
"943","1996","Intermediate Consumption - Forage Plants (Euro Million)",633.54
"944","1997","Intermediate Consumption - Forage Plants (Euro Million)",567.98
"945","1998","Intermediate Consumption - Forage Plants (Euro Million)",553.02
"946","1999","Intermediate Consumption - Forage Plants (Euro Million)",570.76
"947","2000","Intermediate Consumption - Forage Plants (Euro Million)",638.46
"948","2001","Intermediate Consumption - Forage Plants (Euro Million)",683.01
"949","2002","Intermediate Consumption - Forage Plants (Euro Million)",619.3
"950","2003","Intermediate Consumption - Forage Plants (Euro Million)",634.95
"951","2004","Intermediate Consumption - Forage Plants (Euro Million)",680.45
"952","2005","Intermediate Consumption - Forage Plants (Euro Million)",776.95
"953","2006","Intermediate Consumption - Forage Plants (Euro Million)",862.78
"954","2007","Intermediate Consumption - Forage Plants (Euro Million)",947.94
"955","2008","Intermediate Consumption - Forage Plants (Euro Million)",1035.48
"956","2009","Intermediate Consumption - Forage Plants (Euro Million)",838.25
"957","2010","Intermediate Consumption - Forage Plants (Euro Million)",874.46
"958","2011","Intermediate Consumption - Forage Plants (Euro Million)",1034.85
"959","2012","Intermediate Consumption - Forage Plants (Euro Million)",1116.74
"960","2013","Intermediate Consumption - Forage Plants (Euro Million)",1134.06
"961","1990","Intermediate Consumption - Contract Work (Euro Million)",180.74
"962","1991","Intermediate Consumption - Contract Work (Euro Million)",171.97
"963","1992","Intermediate Consumption - Contract Work (Euro Million)",179.81
"964","1993","Intermediate Consumption - Contract Work (Euro Million)",199.48
"965","1994","Intermediate Consumption - Contract Work (Euro Million)",205.32
"966","1995","Intermediate Consumption - Contract Work (Euro Million)",212.45
"967","1996","Intermediate Consumption - Contract Work (Euro Million)",220.87
"968","1997","Intermediate Consumption - Contract Work (Euro Million)",225.18
"969","1998","Intermediate Consumption - Contract Work (Euro Million)",225.29
"970","1999","Intermediate Consumption - Contract Work (Euro Million)",245.36
"971","2000","Intermediate Consumption - Contract Work (Euro Million)",258.1
"972","2001","Intermediate Consumption - Contract Work (Euro Million)",279.25
"973","2002","Intermediate Consumption - Contract Work (Euro Million)",248.3
"974","2003","Intermediate Consumption - Contract Work (Euro Million)",247.87
"975","2004","Intermediate Consumption - Contract Work (Euro Million)",261.14
"976","2005","Intermediate Consumption - Contract Work (Euro Million)",270.1
"977","2006","Intermediate Consumption - Contract Work (Euro Million)",271.52
"978","2007","Intermediate Consumption - Contract Work (Euro Million)",288.32
"979","2008","Intermediate Consumption - Contract Work (Euro Million)",281.03
"980","2009","Intermediate Consumption - Contract Work (Euro Million)",268.72
"981","2010","Intermediate Consumption - Contract Work (Euro Million)",277.68
"982","2011","Intermediate Consumption - Contract Work (Euro Million)",335.67
"983","2012","Intermediate Consumption - Contract Work (Euro Million)",360.22
"984","2013","Intermediate Consumption - Contract Work (Euro Million)",406.74
"985","1990","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",34
"986","1991","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",39
"987","1992","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",43
"988","1993","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",49
"989","1994","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",56
"990","1995","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",61
"991","1996","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",63
"992","1997","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",64
"993","1998","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",64
"994","1999","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",79
"995","2000","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",64
"996","2001","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",65
"997","2002","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",61
"998","2003","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",68
"999","2004","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",83
"1000","2005","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",91
"1001","2006","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",110
"1002","2007","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",111
"1003","2008","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",124
"1004","2009","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",87
"1005","2010","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",60
"1006","2011","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",47
"1007","2012","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",41.9
"1008","2013","Intermediate Consumption - Financial Intermediation Services Indirect (Euro Million)",40.8
"1009","1990","Gross Value Added at Basic Prices (Euro Million)",2738.15
"1010","1991","Gross Value Added at Basic Prices (Euro Million)",2571.06
"1011","1992","Gross Value Added at Basic Prices (Euro Million)",2935.1
"1012","1993","Gross Value Added at Basic Prices (Euro Million)",3017.94
"1013","1994","Gross Value Added at Basic Prices (Euro Million)",2985.18
"1014","1995","Gross Value Added at Basic Prices (Euro Million)",3108.64
"1015","1996","Gross Value Added at Basic Prices (Euro Million)",3035.8
"1016","1997","Gross Value Added at Basic Prices (Euro Million)",2823.19
"1017","1998","Gross Value Added at Basic Prices (Euro Million)",2816.68
"1018","1999","Gross Value Added at Basic Prices (Euro Million)",2540.39
"1019","2000","Gross Value Added at Basic Prices (Euro Million)",2778
"1020","2001","Gross Value Added at Basic Prices (Euro Million)",2597.37
"1021","2002","Gross Value Added at Basic Prices (Euro Million)",2422.87
"1022","2003","Gross Value Added at Basic Prices (Euro Million)",2514.41
"1023","2004","Gross Value Added at Basic Prices (Euro Million)",2640.86
"1024","2005","Gross Value Added at Basic Prices (Euro Million)",1966.03
"1025","2006","Gross Value Added at Basic Prices (Euro Million)",1452.03
"1026","2007","Gross Value Added at Basic Prices (Euro Million)",1749.77
"1027","2008","Gross Value Added at Basic Prices (Euro Million)",1442.99
"1028","2009","Gross Value Added at Basic Prices (Euro Million)",823.41
"1029","2010","Gross Value Added at Basic Prices (Euro Million)",1371.62
"1030","2011","Gross Value Added at Basic Prices (Euro Million)",1797.81
"1031","2012","Gross Value Added at Basic Prices (Euro Million)",1741.01
"1032","2013","Gross Value Added at Basic Prices (Euro Million)",1921.58
"1033","1990","Fixed Capital Consumption (Euro Million)",431.89
"1034","1991","Fixed Capital Consumption (Euro Million)",444.9
"1035","1992","Fixed Capital Consumption (Euro Million)",450.22
"1036","1993","Fixed Capital Consumption (Euro Million)",457.38
"1037","1994","Fixed Capital Consumption (Euro Million)",471.48
"1038","1995","Fixed Capital Consumption (Euro Million)",496.38
"1039","1996","Fixed Capital Consumption (Euro Million)",517.27
"1040","1997","Fixed Capital Consumption (Euro Million)",532.17
"1041","1998","Fixed Capital Consumption (Euro Million)",546.58
"1042","1999","Fixed Capital Consumption (Euro Million)",566.5
"1043","2000","Fixed Capital Consumption (Euro Million)",589.58
"1044","2001","Fixed Capital Consumption (Euro Million)",617.76
"1045","2002","Fixed Capital Consumption (Euro Million)",636.07
"1046","2003","Fixed Capital Consumption (Euro Million)",639.82
"1047","2004","Fixed Capital Consumption (Euro Million)",651.85
"1048","2005","Fixed Capital Consumption (Euro Million)",647.6
"1049","2006","Fixed Capital Consumption (Euro Million)",668.02
"1050","2007","Fixed Capital Consumption (Euro Million)",703.99
"1051","2008","Fixed Capital Consumption (Euro Million)",769.37
"1052","2009","Fixed Capital Consumption (Euro Million)",779.59
"1053","2010","Fixed Capital Consumption (Euro Million)",733.89
"1054","2011","Fixed Capital Consumption (Euro Million)",709.88
"1055","2012","Fixed Capital Consumption (Euro Million)",716.79
"1056","2013","Fixed Capital Consumption (Euro Million)",724.78
"1057","1990","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",325.53
"1058","1991","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",331.69
"1059","1992","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",332.37
"1060","1993","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",335.49
"1061","1994","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",346.51
"1062","1995","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",366.2
"1063","1996","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",382.56
"1064","1997","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",389.14
"1065","1998","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",397.52
"1066","1999","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",410.68
"1067","2000","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",422.27
"1068","2001","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",429.97
"1069","2002","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",438.4
"1070","2003","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",440.62
"1071","2004","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",442.52
"1072","2005","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",430.79
"1073","2006","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",440.04
"1074","2007","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",458.19
"1075","2008","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",491.1
"1076","2009","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",489.24
"1077","2010","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",411.92
"1078","2011","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",393.39
"1079","2012","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",394.9
"1080","2013","Fixed Capital Consumption - Machinery, Equipment, etc (Euro Million)",395.54
"1081","1990","Fixed Capital Consumption - Farm Buildings (Euro Million)",106.36
"1082","1991","Fixed Capital Consumption - Farm Buildings (Euro Million)",113.21
"1083","1992","Fixed Capital Consumption - Farm Buildings (Euro Million)",117.84
"1084","1993","Fixed Capital Consumption - Farm Buildings (Euro Million)",121.89
"1085","1994","Fixed Capital Consumption - Farm Buildings (Euro Million)",124.96
"1086","1995","Fixed Capital Consumption - Farm Buildings (Euro Million)",130.18
"1087","1996","Fixed Capital Consumption - Farm Buildings (Euro Million)",134.71
"1088","1997","Fixed Capital Consumption - Farm Buildings (Euro Million)",143.02
"1089","1998","Fixed Capital Consumption - Farm Buildings (Euro Million)",149.07
"1090","1999","Fixed Capital Consumption - Farm Buildings (Euro Million)",155.82
"1091","2000","Fixed Capital Consumption - Farm Buildings (Euro Million)",167.32
"1092","2001","Fixed Capital Consumption - Farm Buildings (Euro Million)",187.79
"1093","2002","Fixed Capital Consumption - Farm Buildings (Euro Million)",197.67
"1094","2003","Fixed Capital Consumption - Farm Buildings (Euro Million)",199.19
"1095","2004","Fixed Capital Consumption - Farm Buildings (Euro Million)",209.33
"1096","2005","Fixed Capital Consumption - Farm Buildings (Euro Million)",216.81
"1097","2006","Fixed Capital Consumption - Farm Buildings (Euro Million)",227.98
"1098","2007","Fixed Capital Consumption - Farm Buildings (Euro Million)",245.79
"1099","2008","Fixed Capital Consumption - Farm Buildings (Euro Million)",278.27
"1100","2009","Fixed Capital Consumption - Farm Buildings (Euro Million)",290.35
"1101","2010","Fixed Capital Consumption - Farm Buildings (Euro Million)",321.97
"1102","2011","Fixed Capital Consumption - Farm Buildings (Euro Million)",316.49
"1103","2012","Fixed Capital Consumption - Farm Buildings (Euro Million)",321.89
"1104","2013","Fixed Capital Consumption - Farm Buildings (Euro Million)",329.24
"1105","1990","Net Value Added at Basic Prices (Euro Million)",2306.26
"1106","1991","Net Value Added at Basic Prices (Euro Million)",2126.16
"1107","1992","Net Value Added at Basic Prices (Euro Million)",2484.89
"1108","1993","Net Value Added at Basic Prices (Euro Million)",2560.55
"1109","1994","Net Value Added at Basic Prices (Euro Million)",2513.71
"1110","1995","Net Value Added at Basic Prices (Euro Million)",2612.26
"1111","1996","Net Value Added at Basic Prices (Euro Million)",2518.53
"1112","1997","Net Value Added at Basic Prices (Euro Million)",2291.02
"1113","1998","Net Value Added at Basic Prices (Euro Million)",2270.1
"1114","1999","Net Value Added at Basic Prices (Euro Million)",1973.88
"1115","2000","Net Value Added at Basic Prices (Euro Million)",2188.42
"1116","2001","Net Value Added at Basic Prices (Euro Million)",1979.61
"1117","2002","Net Value Added at Basic Prices (Euro Million)",1786.79
"1118","2003","Net Value Added at Basic Prices (Euro Million)",1874.59
"1119","2004","Net Value Added at Basic Prices (Euro Million)",1989
"1120","2005","Net Value Added at Basic Prices (Euro Million)",1318.43
"1121","2006","Net Value Added at Basic Prices (Euro Million)",784.01
"1122","2007","Net Value Added at Basic Prices (Euro Million)",1045.78
"1123","2008","Net Value Added at Basic Prices (Euro Million)",673.62
"1124","2009","Net Value Added at Basic Prices (Euro Million)",43.83
"1125","2010","Net Value Added at Basic Prices (Euro Million)",637.74
"1126","2011","Net Value Added at Basic Prices (Euro Million)",1087.93
"1127","2012","Net Value Added at Basic Prices (Euro Million)",1024.22
"1128","2013","Net Value Added at Basic Prices (Euro Million)",1196.79
"1129","1990","Other Subsidies Less Taxes on Production (Euro Million)",14.82
"1130","1991","Other Subsidies Less Taxes on Production (Euro Million)",10.31
"1131","1992","Other Subsidies Less Taxes on Production (Euro Million)",31.35
"1132","1993","Other Subsidies Less Taxes on Production (Euro Million)",26.31
"1133","1994","Other Subsidies Less Taxes on Production (Euro Million)",109.97
"1134","1995","Other Subsidies Less Taxes on Production (Euro Million)",125.76
"1135","1996","Other Subsidies Less Taxes on Production (Euro Million)",247.92
"1136","1997","Other Subsidies Less Taxes on Production (Euro Million)",290.43
"1137","1998","Other Subsidies Less Taxes on Production (Euro Million)",318.85
"1138","1999","Other Subsidies Less Taxes on Production (Euro Million)",331.58
"1139","2000","Other Subsidies Less Taxes on Production (Euro Million)",356.53
"1140","2001","Other Subsidies Less Taxes on Production (Euro Million)",568.96
"1141","2002","Other Subsidies Less Taxes on Production (Euro Million)",616.13
"1142","2003","Other Subsidies Less Taxes on Production (Euro Million)",577.16
"1143","2004","Other Subsidies Less Taxes on Production (Euro Million)",592.44
"1144","2005","Other Subsidies Less Taxes on Production (Euro Million)",1680.54
"1145","2006","Other Subsidies Less Taxes on Production (Euro Million)",1826.89
"1146","2007","Other Subsidies Less Taxes on Production (Euro Million)",1844.85
"1147","2008","Other Subsidies Less Taxes on Production (Euro Million)",1880.91
"1148","2009","Other Subsidies Less Taxes on Production (Euro Million)",1812.88
"1149","2010","Other Subsidies Less Taxes on Production (Euro Million)",1649.56
"1150","2011","Other Subsidies Less Taxes on Production (Euro Million)",1812.11
"1151","2012","Other Subsidies Less Taxes on Production (Euro Million)",1658.21
"1152","2013","Other Subsidies Less Taxes on Production (Euro Million)",1537.7
"1153","1990","Factor Income (Euro Million)",2321.08
"1154","1991","Factor Income (Euro Million)",2136.46
"1155","1992","Factor Income (Euro Million)",2516.24
"1156","1993","Factor Income (Euro Million)",2586.86
"1157","1994","Factor Income (Euro Million)",2623.67
"1158","1995","Factor Income (Euro Million)",2738.02
"1159","1996","Factor Income (Euro Million)",2766.45
"1160","1997","Factor Income (Euro Million)",2581.45
"1161","1998","Factor Income (Euro Million)",2588.95
"1162","1999","Factor Income (Euro Million)",2305.46
"1163","2000","Factor Income (Euro Million)",2544.95
"1164","2001","Factor Income (Euro Million)",2548.57
"1165","2002","Factor Income (Euro Million)",2402.93
"1166","2003","Factor Income (Euro Million)",2451.75
"1167","2004","Factor Income (Euro Million)",2581.44
"1168","2005","Factor Income (Euro Million)",2998.97
"1169","2006","Factor Income (Euro Million)",2610.89
"1170","2007","Factor Income (Euro Million)",2890.63
"1171","2008","Factor Income (Euro Million)",2554.52
"1172","2009","Factor Income (Euro Million)",1856.7
"1173","2010","Factor Income (Euro Million)",2287.3
"1174","2011","Factor Income (Euro Million)",2900.04
"1175","2012","Factor Income (Euro Million)",2682.43
"1176","2013","Factor Income (Euro Million)",2734.49
"1177","1990","Compensation of Employees (Euro Million)",377.63
"1178","1991","Compensation of Employees (Euro Million)",362.51
"1179","1992","Compensation of Employees (Euro Million)",336.8
"1180","1993","Compensation of Employees (Euro Million)",339.01
"1181","1994","Compensation of Employees (Euro Million)",345.22
"1182","1995","Compensation of Employees (Euro Million)",362.73
"1183","1996","Compensation of Employees (Euro Million)",343.23
"1184","1997","Compensation of Employees (Euro Million)",348.38
"1185","1998","Compensation of Employees (Euro Million)",359.86
"1186","1999","Compensation of Employees (Euro Million)",374.95
"1187","2000","Compensation of Employees (Euro Million)",381.91
"1188","2001","Compensation of Employees (Euro Million)",371.49
"1189","2002","Compensation of Employees (Euro Million)",378.16
"1190","2003","Compensation of Employees (Euro Million)",391.06
"1191","2004","Compensation of Employees (Euro Million)",404.01
"1192","2005","Compensation of Employees (Euro Million)",409.1
"1193","2006","Compensation of Employees (Euro Million)",425.31
"1194","2007","Compensation of Employees (Euro Million)",448.64
"1195","2008","Compensation of Employees (Euro Million)",436.27
"1196","2009","Compensation of Employees (Euro Million)",427.73
"1197","2010","Compensation of Employees (Euro Million)",434.77
"1198","2011","Compensation of Employees (Euro Million)",453.36
"1199","2012","Compensation of Employees (Euro Million)",461.18
"1200","2013","Compensation of Employees (Euro Million)",480.22
"1201","1990","Operating Surplus (Euro Million)",1943.45
"1202","1991","Operating Surplus (Euro Million)",1773.95
"1203","1992","Operating Surplus (Euro Million)",2179.44
"1204","1993","Operating Surplus (Euro Million)",2247.85
"1205","1994","Operating Surplus (Euro Million)",2278.46
"1206","1995","Operating Surplus (Euro Million)",2375.29
"1207","1996","Operating Surplus (Euro Million)",2423.22
"1208","1997","Operating Surplus (Euro Million)",2233.07
"1209","1998","Operating Surplus (Euro Million)",2229.08
"1210","1999","Operating Surplus (Euro Million)",1930.51
"1211","2000","Operating Surplus (Euro Million)",2163.04
"1212","2001","Operating Surplus (Euro Million)",2177.08
"1213","2002","Operating Surplus (Euro Million)",2024.77
"1214","2003","Operating Surplus (Euro Million)",2060.69
"1215","2004","Operating Surplus (Euro Million)",2177.43
"1216","2005","Operating Surplus (Euro Million)",2589.87
"1217","2006","Operating Surplus (Euro Million)",2185.58
"1218","2007","Operating Surplus (Euro Million)",2441.99
"1219","2008","Operating Surplus (Euro Million)",2118.25
"1220","2009","Operating Surplus (Euro Million)",1428.98
"1221","2010","Operating Surplus (Euro Million)",1852.52
"1222","2011","Operating Surplus (Euro Million)",2446.68
"1223","2012","Operating Surplus (Euro Million)",2221.25
"1224","2013","Operating Surplus (Euro Million)",2254.28
